Player_ID,Game_ID,GAME_DATE,MATCHUP,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,full_name
2544,0020900292,2009-12-06,CLE @ MIL,W,32,4,10,0.4,0,0,0.0,6,7,0.857,5,10,1,1,5,14,LeBron James
2544,0020900274,2009-12-04,CLE vs. CHI,W,34,8,17,0.471,1,3,0.333,6,10,0.6,6,11,0,0,1,23,LeBron James
2544,0020900260,2009-12-02,CLE vs. PHX,W,35,6,15,0.4,0,3,0.0,0,0,0.0,8,10,1,1,3,12,LeBron James
2544,0020900235,2009-11-28,CLE vs. DAL,W,36,10,20,0.5,0,2,0.0,5,7,0.714,5,12,0,0,1,25,LeBron James
2544,0020900222,2009-11-27,CLE @ CHA,L,38,10,19,0.526,2,7,0.286,3,4,0.75,6,4,0,0,6,25,LeBron James
2544,0020900212,2009-11-25,CLE @ DET,W,39,12,24,0.5,1,4,0.25,9,11,0.818,8,7,1,0,5,34,LeBron James
2544,0020900184,2009-11-21,CLE vs. PHI,W,39,13,20,0.65,2,4,0.5,4,6,0.667,7,9,0,0,5,32,LeBron James
2544,0020900173,2009-11-20,CLE @ IND,W,38,13,25,0.52,1,3,0.333,13,14,0.929,9,7,1,1,2,40,LeBron James
2544,0020900162,2009-11-18,CLE @ WAS,L,35,12,20,0.6,3,7,0.429,7,8,0.875,2,9,2,0,6,34,LeBron James
2544,0020900150,2009-11-17,CLE vs. GSW,W,39,11,19,0.579,1,5,0.2,8,10,0.8,5,12,1,2,2,31,LeBron James
2544,0020900137,2009-11-14,CLE vs. UTA,W,38,6,15,0.4,0,3,0.0,9,12,0.75,6,9,2,1,2,21,LeBron James
2544,0020900122,2009-11-12,CLE @ MIA,W,39,8,20,0.4,2,4,0.5,16,18,0.889,4,7,2,1,2,34,LeBron James
2544,0020900117,2009-11-11,CLE @ ORL,W,39,13,23,0.565,2,3,0.667,8,9,0.889,8,4,1,0,4,36,LeBron James
2544,0020900080,2009-11-06,CLE @ NYK,W,36,12,17,0.706,2,4,0.5,7,9,0.778,8,9,3,0,7,33,LeBron James
2544,0020900070,2009-11-05,CLE vs. CHI,L,38,9,17,0.529,1,4,0.25,6,9,0.667,7,6,1,1,3,25,LeBron James
2544,0020900051,2009-11-03,CLE vs. WAS,W,36,7,16,0.438,2,7,0.286,11,13,0.846,8,6,3,0,4,27,LeBron James
2544,0020900033,2009-10-31,CLE vs. CHA,W,37,5,11,0.455,0,1,0.0,4,6,0.667,7,9,0,0,4,14,LeBron James
2544,0020900026,2009-10-30,CLE @ MIN,W,33,10,18,0.556,2,3,0.667,2,3,0.667,9,6,1,1,2,24,LeBron James
2544,0020900007,2009-10-28,CLE @ TOR,L,40,7,19,0.368,1,5,0.2,8,14,0.571,11,12,2,0,4,23,LeBron James
2544,0020900001,2009-10-27,CLE vs. BOS,L,45,12,22,0.545,4,9,0.444,10,13,0.769,4,8,2,4,5,38,LeBron James
2544,0020801202,2009-04-13,CLE @ IND,W,39,12,23,0.522,2,7,0.286,11,14,0.786,5,5,1,0,5,37,LeBron James
2544,0020801197,2009-04-12,CLE vs. BOS,W,30,9,14,0.643,5,8,0.625,6,6,1.0,4,7,1,1,5,29,LeBron James
2544,0020801177,2009-04-10,CLE @ PHI,W,37,8,17,0.471,1,4,0.25,10,12,0.833,2,10,0,1,1,27,LeBron James
2544,0020801162,2009-04-08,CLE vs. WAS,W,31,7,15,0.467,0,2,0.0,7,8,0.875,6,7,3,0,2,21,LeBron James
2544,0020801142,2009-04-05,CLE vs. SAS,W,37,14,21,0.667,2,5,0.4,8,8,1.0,7,6,1,0,2,38,LeBron James
2544,0020801130,2009-04-03,CLE @ ORL,L,32,7,20,0.35,2,5,0.4,10,10,1.0,9,5,1,0,2,26,LeBron James
2544,0020801123,2009-04-02,CLE @ WAS,L,38,11,18,0.611,4,8,0.5,5,7,0.714,9,6,0,0,6,31,LeBron James
2544,0020801105,2009-03-31,CLE vs. DET,W,41,9,24,0.375,0,2,0.0,7,8,0.875,12,3,3,1,1,25,LeBron James
2544,0020801091,2009-03-29,CLE vs. DAL,W,31,9,22,0.409,2,4,0.5,4,5,0.8,6,12,1,2,0,24,LeBron James
2544,0020801077,2009-03-27,CLE vs. MIN,W,34,8,14,0.571,2,3,0.667,7,10,0.7,12,7,0,0,5,25,LeBron James
2544,0020801060,2009-03-25,CLE vs. NJN,W,39,7,14,0.5,1,1,1.0,7,7,1.0,8,11,1,0,1,22,LeBron James
2544,0020801045,2009-03-22,CLE @ NJN,W,39,9,17,0.529,1,4,0.25,11,15,0.733,11,8,1,0,1,30,LeBron James
2544,0020801034,2009-03-21,CLE vs. ATL,W,40,9,21,0.429,1,4,0.25,3,5,0.6,7,5,3,1,2,22,LeBron James
2544,0020801021,2009-03-19,CLE vs. POR,W,47,10,22,0.455,0,3,0.0,6,11,0.545,11,10,1,2,0,26,LeBron James
2544,0020801002,2009-03-17,CLE vs. ORL,W,43,15,27,0.556,4,7,0.571,9,10,0.9,12,8,4,1,6,43,LeBron James
2544,0020800986,2009-03-15,CLE vs. NYK,W,40,9,17,0.529,0,3,0.0,1,3,0.333,8,10,4,3,3,19,LeBron James
2544,0020800977,2009-03-13,CLE @ SAC,W,47,16,30,0.533,4,11,0.364,15,17,0.882,4,9,2,3,3,51,LeBron James
